,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,Atemp Category,Windspeed Category,Hum Category,temperature_cat
17245,17246,2012-12-26,Springer,2012,December,10,No,Wednesday,Yes,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",1.4000000000000004,-4.001200000000001,86.0,19.999499999999998,0,8,8,Low,Medium,Extremely High,Sangat Rendah
17246,17247,2012-12-26,Springer,2012,December,11,No,Wednesday,Yes,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",1.4000000000000004,-4.997800000000002,86.0,31.0009,0,10,10,Low,High,Extremely High,Sangat Rendah
17247,17248,2012-12-26,Springer,2012,December,12,No,Wednesday,Yes,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2.34,-2.9979999999999993,87.0,22.0028,0,10,10,Low,Medium,Extremely High,Rendah
17248,17249,2012-12-26,Springer,2012,December,13,No,Wednesday,Yes,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2.34,-2.9979999999999993,87.0,22.0028,0,15,15,Low,Medium,Extremely High,Rendah
17249,17250,2012-12-26,Springer,2012,December,14,No,Wednesday,Yes,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2.34,-2.0013999999999985,93.0,16.997899999999998,0,20,20,Medium,Medium,Extremely High,Rendah
17250,17251,2012-12-26,Springer,2012,December,15,No,Wednesday,Yes,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",4.220000000000001,-0.9982000000000006,87.0,23.9994,0,13,13,Medium,Medium,Extremely High,Rendah
17251,17252,2012-12-26,Springer,2012,December,16,No,Wednesday,Yes,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",4.220000000000001,-0.9982000000000006,87.0,23.9994,0,13,13,Medium,Medium,Extremely High,Rendah
17252,17253,2012-12-26,Springer,2012,December,17,No,Wednesday,Yes,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",4.220000000000001,-0.9982000000000006,93.0,23.9994,2,51,53,Medium,Medium,Extremely High,Rendah
17253,17254,2012-12-26,Springer,2012,December,18,No,Wednesday,Yes,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",5.160000000000002,1.0015999999999998,93.0,19.999499999999998,1,42,43,Medium,Medium,Extremely High,Rendah
17254,17255,2012-12-26,Springer,2012,December,19,No,Wednesday,Yes,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",6.1,3.0014000000000003,87.0,12.998000000000001,2,33,35,Medium,Low,Extremely High,Rendah
17255,17256,2012-12-26,Springer,2012,December,20,No,Wednesday,Yes,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",7.040000000000001,3.998000000000001,93.0,16.997899999999998,0,32,32,Medium,Medium,Extremely High,Rendah
17256,17257,2012-12-26,Springer,2012,December,21,No,Wednesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",6.1,1.9982000000000006,87.0,19.999499999999998,0,20,20,Medium,Medium,Extremely High,Rendah
17257,17258,2012-12-26,Springer,2012,December,22,No,Wednesday,Yes,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",3.2799999999999994,-2.9979999999999993,93.0,30.002599999999997,0,11,11,Low,High,Extremely High,Rendah
17258,17259,2012-12-26,Springer,2012,December,23,No,Wednesday,Yes,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",4.220000000000001,-0.9982000000000006,87.0,19.999499999999998,2,8,10,Medium,Medium,Extremely High,Rendah
17259,17260,2012-12-27,Springer,2012,December,0,No,Thursday,Yes,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",4.220000000000001,-0.9982000000000006,87.0,19.999499999999998,0,3,3,Medium,Medium,Extremely High,Rendah
17260,17261,2012-12-27,Springer,2012,December,1,No,Thursday,Yes,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",3.2799999999999994,-2.9979999999999993,93.0,30.002599999999997,0,5,5,Low,High,Extremely High,Rendah
17261,17262,2012-12-27,Springer,2012,December,2,No,Thursday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",3.2799999999999994,-2.9979999999999993,87.0,30.002599999999997,0,2,2,Low,High,Extremely High,Rendah
17262,17263,2012-12-27,Springer,2012,December,3,No,Thursday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",3.2799999999999994,-0.9982000000000006,87.0,15.001299999999999,0,1,1,Medium,Medium,Extremely High,Rendah
17263,17264,2012-12-27,Springer,2012,December,4,No,Thursday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",3.2799999999999994,-2.0013999999999985,87.0,22.0028,0,3,3,Medium,Medium,Extremely High,Rendah
17264,17265,2012-12-27,Springer,2012,December,5,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",3.2799999999999994,-0.0015999999999998238,75.0,11.0014,1,10,11,Medium,Low,Very High,Rendah
17265,17266,2012-12-27,Springer,2012,December,6,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",3.2799999999999994,-2.9979999999999993,70.0,32.9975,0,45,45,Low,High,Very High,Rendah
17266,17267,2012-12-27,Springer,2012,December,7,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",3.2799999999999994,-0.9982000000000006,70.0,15.001299999999999,0,90,90,Medium,Medium,Very High,Rendah
17267,17268,2012-12-27,Springer,2012,December,8,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",4.220000000000001,-0.9982000000000006,65.0,23.9994,2,206,208,Medium,Medium,Very High,Rendah
17268,17269,2012-12-27,Springer,2012,December,9,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",4.220000000000001,-2.0013999999999985,60.0,32.9975,6,127,133,Medium,High,High,Rendah
17269,17270,2012-12-27,Springer,2012,December,10,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",5.160000000000002,-0.9982000000000006,56.00000000000001,35.0008,8,67,75,Medium,High,High,Rendah
17270,17271,2012-12-27,Springer,2012,December,11,No,Thursday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",5.160000000000002,-0.0015999999999998238,56.00000000000001,30.002599999999997,23,80,103,Medium,High,High,Rendah
17271,17272,2012-12-27,Springer,2012,December,12,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",6.1,1.9982000000000006,49.0,31.0009,22,87,109,Medium,High,High,Rendah
17272,17273,2012-12-27,Springer,2012,December,13,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",6.1,1.9982000000000006,49.0,31.0009,19,99,118,Medium,High,High,Rendah
17273,17274,2012-12-27,Springer,2012,December,14,No,Thursday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",4.220000000000001,-2.0013999999999985,56.00000000000001,35.0008,25,94,119,Medium,High,High,Rendah
17274,17275,2012-12-27,Springer,2012,December,15,No,Thursday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",4.220000000000001,-2.0013999999999985,56.00000000000001,30.002599999999997,31,89,120,Medium,High,High,Rendah
17275,17276,2012-12-27,Springer,2012,December,16,No,Thursday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",4.220000000000001,-0.0015999999999998238,52.0,19.0012,23,151,174,Medium,Medium,High,Rendah
17276,17277,2012-12-27,Springer,2012,December,17,No,Thursday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",4.220000000000001,-0.0015999999999998238,52.0,19.0012,30,227,257,Medium,Medium,High,Rendah
17277,17278,2012-12-27,Springer,2012,December,18,No,Thursday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",3.2799999999999994,-0.9982000000000006,60.0,16.997899999999998,9,188,197,Medium,Medium,High,Rendah
17278,17279,2012-12-27,Springer,2012,December,19,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",3.2799999999999994,-2.0013999999999985,60.0,19.0012,11,106,117,Medium,Medium,High,Rendah
17279,17280,2012-12-27,Springer,2012,December,20,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",3.2799999999999994,-0.0015999999999998238,60.0,11.0014,12,79,91,Medium,Low,High,Rendah
17280,17281,2012-12-27,Springer,2012,December,21,No,Thursday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",3.2799999999999994,-0.9982000000000006,60.0,16.997899999999998,12,51,63,Medium,Medium,High,Rendah
17281,17282,2012-12-27,Springer,2012,December,22,No,Thursday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",3.2799999999999994,-2.0013999999999985,60.0,19.0012,11,33,44,Medium,Medium,High,Rendah
17282,17283,2012-12-27,Springer,2012,December,23,No,Thursday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",3.2799999999999994,-0.9982000000000006,60.0,16.997899999999998,2,24,26,Medium,Medium,High,Rendah
17283,17284,2012-12-28,Springer,2012,December,0,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",3.2799999999999994,-0.0015999999999998238,60.0,11.0014,3,22,25,Medium,Low,High,Rendah
17284,17285,2012-12-28,Springer,2012,December,1,No,Friday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",3.2799999999999994,-0.9982000000000006,60.0,12.998000000000001,0,9,9,Medium,Low,High,Rendah
17285,17286,2012-12-28,Springer,2012,December,2,No,Friday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",3.2799999999999994,-0.9982000000000006,60.0,16.997899999999998,0,5,5,Medium,Medium,High,Rendah
17286,17287,2012-12-28,Springer,2012,December,3,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",3.2799999999999994,-0.0015999999999998238,60.0,11.0014,0,2,2,Medium,Low,High,Rendah
17287,17288,2012-12-28,Springer,2012,December,4,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",3.2799999999999994,1.0015999999999998,60.0,7.0015,0,4,4,Medium,Low,High,Rendah
17288,17289,2012-12-28,Springer,2012,December,5,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",3.2799999999999994,1.0015999999999998,60.0,6.0032,0,15,15,Medium,Low,High,Rendah
17289,17290,2012-12-28,Springer,2012,December,6,No,Friday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",2.34,-2.0013999999999985,64.0,19.0012,2,49,51,Medium,Medium,Very High,Rendah
17290,17291,2012-12-28,Springer,2012,December,7,No,Friday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",2.34,-0.9982000000000006,64.0,11.0014,1,111,112,Medium,Low,Very High,Rendah
17291,17292,2012-12-28,Springer,2012,December,8,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",3.2799999999999994,-0.0015999999999998238,60.0,8.9981,1,238,239,Medium,Low,High,Rendah
17292,17293,2012-12-28,Springer,2012,December,9,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",3.2799999999999994,-2.0013999999999985,60.0,19.0012,18,173,191,Medium,Medium,High,Rendah
17293,17294,2012-12-28,Springer,2012,December,10,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",4.220000000000001,-0.0015999999999998238,56.00000000000001,16.997899999999998,77,85,162,Medium,Medium,High,Rendah
17294,17295,2012-12-28,Springer,2012,December,11,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",5.160000000000002,1.9982000000000006,52.0,15.001299999999999,71,107,178,Medium,Medium,High,Rendah
17295,17296,2012-12-28,Springer,2012,December,12,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",6.1,3.998000000000001,49.0,8.9981,72,150,222,Medium,Low,High,Rendah
17296,17297,2012-12-28,Springer,2012,December,13,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",6.1,3.998000000000001,49.0,8.9981,76,146,222,Medium,Low,High,Rendah
17297,17298,2012-12-28,Springer,2012,December,14,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",6.1,3.998000000000001,49.0,8.9981,84,177,261,Medium,Low,High,Rendah
17298,17299,2012-12-28,Springer,2012,December,15,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",6.1,5.001199999999997,49.0,0.0,74,151,225,Medium,Low,High,Rendah
17299,17300,2012-12-28,Springer,2012,December,16,No,Friday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",6.1,3.998000000000001,49.0,8.9981,42,208,250,Medium,Low,High,Rendah
17300,17301,2012-12-28,Springer,2012,December,17,No,Friday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",3.2799999999999994,-0.0015999999999998238,60.0,8.9981,43,228,271,Medium,Low,High,Rendah
17301,17302,2012-12-28,Springer,2012,December,18,No,Friday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",3.2799999999999994,-0.0015999999999998238,60.0,8.9981,16,197,213,Medium,Low,High,Rendah
17302,17303,2012-12-28,Springer,2012,December,19,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",3.2799999999999994,-0.9982000000000006,65.0,12.998000000000001,15,113,128,Medium,Low,Very High,Rendah
17303,17304,2012-12-28,Springer,2012,December,20,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",3.2799999999999994,1.0015999999999998,65.0,7.0015,14,83,97,Medium,Low,Very High,Rendah
17304,17305,2012-12-28,Springer,2012,December,21,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",3.2799999999999994,-0.0015999999999998238,70.0,8.9981,17,75,92,Medium,Low,Very High,Rendah
17305,17306,2012-12-28,Springer,2012,December,22,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",3.2799999999999994,1.0015999999999998,70.0,6.0032,13,49,62,Medium,Low,Very High,Rendah
17306,17307,2012-12-28,Springer,2012,December,23,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",3.2799999999999994,1.0015999999999998,65.0,6.0032,5,54,59,Medium,Low,Very High,Rendah
17307,17308,2012-12-29,Springer,2012,December,0,No,Saturday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",3.2799999999999994,-0.0015999999999998238,70.0,0.0,1,25,26,Medium,Low,Very High,Rendah
17308,17309,2012-12-29,Springer,2012,December,1,No,Saturday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",3.2799999999999994,-0.0015999999999998238,75.0,6.0032,6,31,37,Medium,Low,Very High,Rendah
17309,17310,2012-12-29,Springer,2012,December,2,No,Saturday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",3.2799999999999994,-0.0015999999999998238,70.0,0.0,1,18,19,Medium,Low,Very High,Rendah
17310,17311,2012-12-29,Springer,2012,December,3,No,Saturday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",3.2799999999999994,-0.0015999999999998238,75.0,0.0,1,5,6,Medium,Low,Very High,Rendah
17311,17312,2012-12-29,Springer,2012,December,4,No,Saturday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",3.2799999999999994,-0.0015999999999998238,75.0,6.0032,0,3,3,Medium,Low,Very High,Rendah
17312,17313,2012-12-29,Springer,2012,December,5,No,Saturday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",3.2799999999999994,-0.0015999999999998238,75.0,6.0032,0,3,3,Medium,Low,Very High,Rendah
17313,17314,2012-12-29,Springer,2012,December,6,No,Saturday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",4.220000000000001,-0.0015999999999998238,70.0,7.0015,0,7,7,Medium,Low,Very High,Rendah
17314,17315,2012-12-29,Springer,2012,December,7,No,Saturday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",4.220000000000001,-0.0015999999999998238,70.0,8.9981,1,17,18,Medium,Low,Very High,Rendah
17315,17316,2012-12-29,Springer,2012,December,8,No,Saturday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",4.220000000000001,-0.0015999999999998238,81.0,0.0,9,35,44,Medium,Low,Extremely High,Rendah
17316,17317,2012-12-29,Springer,2012,December,9,No,Saturday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",4.220000000000001,-0.0015999999999998238,81.0,0.0,16,33,49,Medium,Low,Extremely High,Rendah
17317,17318,2012-12-29,Springer,2012,December,10,No,Saturday,No,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",4.220000000000001,-0.0015999999999998238,81.0,8.9981,6,35,41,Medium,Low,Extremely High,Rendah
17318,17319,2012-12-29,Springer,2012,December,11,No,Saturday,No,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",1.4000000000000004,-0.0015999999999998238,93.0,6.0032,7,38,45,Medium,Low,Extremely High,Rendah
17319,17320,2012-12-29,Springer,2012,December,12,No,Saturday,No,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",1.4000000000000004,-0.0015999999999998238,100.0,0.0,5,43,48,Medium,Low,Extremely High,Rendah
17320,17321,2012-12-29,Springer,2012,December,13,No,Saturday,No,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",1.4000000000000004,-0.0015999999999998238,100.0,0.0,13,71,84,Medium,Low,Extremely High,Rendah
17321,17322,2012-12-29,Springer,2012,December,14,No,Saturday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",3.2799999999999994,-0.0015999999999998238,87.0,6.0032,10,88,98,Medium,Low,Extremely High,Rendah
17322,17323,2012-12-29,Springer,2012,December,15,No,Saturday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",3.2799999999999994,-0.0015999999999998238,87.0,0.0,19,110,129,Medium,Low,Extremely High,Rendah
17323,17324,2012-12-29,Springer,2012,December,16,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",6.1,-0.0015999999999998238,75.0,7.0015,22,125,147,Medium,Low,Very High,Rendah
17324,17325,2012-12-29,Springer,2012,December,17,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",4.220000000000001,-0.0015999999999998238,79.0,7.0015,18,100,118,Medium,Low,Very High,Rendah
17325,17326,2012-12-29,Springer,2012,December,18,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",6.1,-0.0015999999999998238,70.0,12.998000000000001,8,102,110,Medium,Low,Very High,Rendah
17326,17327,2012-12-29,Springer,2012,December,19,No,Saturday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",6.1,-0.0015999999999998238,61.0,16.997899999999998,7,90,97,Medium,Medium,Very High,Rendah
17327,17328,2012-12-29,Springer,2012,December,20,No,Saturday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",6.1,-0.0015999999999998238,56.00000000000001,36.9974,2,64,66,Medium,High,High,Rendah
17328,17329,2012-12-29,Springer,2012,December,21,No,Saturday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",5.160000000000002,-0.0015999999999998238,56.00000000000001,32.9975,4,56,60,Medium,High,High,Rendah
17329,17330,2012-12-29,Springer,2012,December,22,No,Saturday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",4.220000000000001,-0.0015999999999998238,60.0,31.0009,3,51,54,Medium,High,High,Rendah
17330,17331,2012-12-29,Springer,2012,December,23,No,Saturday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",4.220000000000001,-0.0015999999999998238,60.0,0.0,0,32,32,Medium,Low,High,Rendah
17331,17332,2012-12-30,Springer,2012,December,0,No,Sunday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",4.220000000000001,1.0015999999999998,60.0,11.0014,0,41,41,Medium,Low,High,Rendah
17332,17333,2012-12-30,Springer,2012,December,1,No,Sunday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",4.220000000000001,-0.9982000000000006,56.00000000000001,27.999299999999998,1,27,28,Medium,High,High,Rendah
17333,17334,2012-12-30,Springer,2012,December,2,No,Sunday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",4.220000000000001,-0.0015999999999998238,56.00000000000001,19.0012,0,19,19,Medium,Medium,High,Rendah
17334,17335,2012-12-30,Springer,2012,December,3,No,Sunday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",4.220000000000001,-0.9982000000000006,56.00000000000001,27.999299999999998,1,14,15,Medium,High,High,Rendah
